,id,file_path,text,label
10,005EHRy1gw1euokuq15n5j30go09qq3r.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1euokuq15n5j30go09qq3r.jpg,no text,1
11,005EHRy1gw1eus3btj7hrj30rs0ijgnm.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1eus3btj7hrj30rs0ijgnm.jpg,@FH,1
12,005EHRy1gw1eus3bwwhhdj30rs0ijgq6.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1eus3bwwhhdj30rs0ijgq6.jpg,no text,1
13,005EHRy1gw1eus3c0cx3dj30rs0ij40n.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1eus3c0cx3dj30rs0ij40n.jpg,"wie

@FH",1
14,005EHRy1gw1evlgkijxcnj30l20sfgq9.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1evlgkijxcnj30l20sfgq9.jpg,"EEE MS RPE NE Lh.
EAMETS AS VP Sr fe HE BL

PTABSMAFRARASN SSAASS RT
TATREL + BEBE

TTR + Hie AS

TUGHREL + EAA AE.

* BR RM

+O

* fll

+ BOE.

Wi = VERS 2 AS Ee

SBE RP SARS A
ETRE A RIED AT",1
15,005EHRy1gw1evm3n7md53j30rs0ie0xc.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1evm3n7md53j30rs0ie0xc.jpg,no text,1
16,005EHRy1gw1evm3n923m6j30rs0ihwj9.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1evm3n923m6j30rs0ihwj9.jpg,no text,1
17,005EHRy1gw1evm55iv77aj30g30m8n0s.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1evm55iv77aj30g30m8n0s.jpg,@F ha,1
18,005EHRy1gw1evveb0cxsbj312w0m8do3.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1evveb0cxsbj312w0m8do3.jpg,no text,1
19,005EHRy1gw1ew4lm336qwj30hi0bnwfj.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ew4lm336qwj30hi0bnwfj.jpg,no text,1
20,005EHRy1gw1ew4lm5ai8aj30hi0qa0xm.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ew4lm5ai8aj30hi0qa0xm.jpg,no text,1
21,005EHRy1gw1ew55b9eiwij30c80lp75x.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ew55b9eiwij30c80lp75x.jpg,Letvins,1
22,005EHRy1gw1ew8pwx3snoj30g4096js8.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ew8pwx3snoj30g4096js8.jpg,no text,1
23,005EHRy1gw1ewcohhqyv7j30rs0ikdlq.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ewcohhqyv7j30rs0ikdlq.jpg,no text,1
24,005EHRy1gw1exieb4qk1ej30ci08dq4t.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1exieb4qk1ej30ci08dq4t.jpg,rELe rv EES,1
25,005EHRy1gw1exieb7khbqj30fa0a43zp.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1exieb7khbqj30fa0a43zp.jpg,no text,1
26,005EHRy1gw1ey6mqlb2gqj30g40aqmxn.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ey6mqlb2gqj30g40aqmxn.jpg,no text,1
27,005EHRy1gw1eygyvdcicsj30hs0dcjs9.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1eygyvdcicsj30hs0dcjs9.jpg,no text,1
28,005EHRy1gw1eyj9nuvf3cj30bx09x0t4.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1eyj9nuvf3cj30bx09x0t4.jpg,"RRR Kobe Bryant
&8y"" Dear Basketball: playerstribu.ne/dearbball
KB20

THEPLAYE!
TRIBUNE

Dear Basketball | By Kobe Bryant

I'm ready to let you go. I want you to know now, so we both
can savor every moment we have left together.",1
29,005EHRy1gw1eym5tai2hhj30g4096wgp.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1eym5tai2hhj30g4096wgp.jpg,no text,1
30,005EHRy1gw1ezgs069zf9j30ku0kuwh5.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ezgs069zf9j30ku0kuwh5.jpg,no text,1
31,005EHRy1gw1ezgs078pq9j30rs0ku0y3.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ezgs078pq9j30rs0ku0y3.jpg,no text,1
32,005EHRy1gw1ezgwpk4ivfj30g40sndi6.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ezgwpk4ivfj30g40sndi6.jpg,no text,1
33,005EHRy1gw1ezjsg1xs0nj30hs0vkwhq.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ezjsg1xs0nj30hs0vkwhq.jpg,"RRA UE+ THE 2016 $8 » TRAE
2016FNA CRATE, RANA Memi—
Hae.

RSE sos

Bmw smartisan
eae kee  HVKESE FT seeme|BB
FH Heme PA) «0 Bsossiemw
Teman.com SS FaW si ie 5
REEQMRAER UGE METRE BOOT FIBRIL

WaT

@yMai",1
34,005EHRy1gw1ezjsg8f6ejj30hs0vkgow.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ezjsg8f6ejj30hs0vkgow.jpg,"22016
NEC

SRAME+HAIM201GEHAS#H, iinet

2016FNACIRAE, RANAKIASL Memi—
Hae.

Om @ @ :

iH T smartisan
eae xuee Hise MFT seeREBB

CORR Cees: Ga 250reer

REFRtMRANER WURBR MeARLR

3601 FICRIK

@al",1
35,005EHRy1gw1ezr978chb0j30g40lv79x.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ezr978chb0j30g40lv79x.jpg,no text,1
36,005EHRy1gw1ezse6tyozuj30zk0ohdk4.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1ezse6tyozuj30zk0ohdk4.jpg,no text,1
37,005EHRy1gw1eztij09prwj30go0b1q59.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1gw1eztij09prwj30go0b1q59.jpg,no text,1
38,005EHRy1jw1euh6oiksmbj30g4096q5g.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1euh6oiksmbj30g4096q5g.jpg,no text,1
39,005EHRy1jw1euh6oj4sioj30g40azdhb.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1euh6oj4sioj30g40azdhb.jpg,no text,1
40,005EHRy1jw1euswee7zc8j30g4094wgl.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1euswee7zc8j30g4094wgl.jpg,no text,1
41,005EHRy1jw1euzq3jwpmzj30n20fcta4.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1euzq3jwpmzj30n20fcta4.jpg,no text,1
42,005EHRy1jw1ev6iopl72ej30jg0eln37.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ev6iopl72ej30jg0eln37.jpg,no text,1
43,005EHRy1jw1ev93ovakeuj31400miabw.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ev93ovakeuj31400miabw.jpg,no text,1
44,005EHRy1jw1ev93oxtzi0j30g4093dh9.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ev93oxtzi0j30g4093dh9.jpg,no text,1
45,005EHRy1jw1ev93ozqvstj30g408awfn.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ev93ozqvstj30g408awfn.jpg,no text,1
46,005EHRy1jw1evdjpx3vnyj30c80bx407.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evdjpx3vnyj30c80bx407.jpg,"11, See EGIERA |

i IRMA ARPOBIC , SESS ER
ATT ARAUIS , BG , JRA. ZS ERA
SISSIES (1 ) RRS UEABIAT,

12, AREER ;

AER: BAAR AEA RASS , RE
TRA AEECRE , IRANI AA RSS Aix ,
NAAR APIA.",1
47,005EHRy1jw1evdl2zun1nj30bt06sabg.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evdl2zun1nj30bt06sabg.jpg,no text,1
48,005EHRy1jw1evdpgwagq6j30g40923zg.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evdpgwagq6j30g40923zg.jpg,"=
e
e
©
e
.
<
=
=",1
49,005EHRy1jw1evdrqlqojqj30m20cdq5z.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evdrqlqojqj30m20cdq5z.jpg,@FH,1
50,005EHRy1jw1evh2mi2mbaj30gs0b40v8.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evh2mi2mbaj30gs0b40v8.jpg,no text,1
51,005EHRy1jw1evhagmzqegj30g4096q3y.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evhagmzqegj30g4096q3y.jpg,no text,1
52,005EHRy1jw1evlv1kwm3rj30jg0b440l.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evlv1kwm3rj30jg0b440l.jpg,"CREAN PSR HZ AGN
UP a IF A RBS DFE

Sx
SLE FEARS
eee

S583
ZO HA E
HERE BR

@puii",1
53,005EHRy1jw1evsph1dwaqj30qe0eujtn.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evsph1dwaqj30qe0eujtn.jpg,no text,1
54,005EHRy1jw1evstqmt4mfj30jg0b4abq.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evstqmt4mfj30jg0b4abq.jpg,no text,1
55,005EHRy1jw1evu17qbakrj30i80i8wiy.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evu17qbakrj30i80i8wiy.jpg,no text,1
56,005EHRy1jw1evu1969dnbj30dw0npwhx.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evu1969dnbj30dw0npwhx.jpg,no text,1
57,005EHRy1jw1evxchybo93j30g40c3aaq.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evxchybo93j30g40c3aaq.jpg,no text,1
58,005EHRy1jw1evxchyyzoej30g40bxwfp.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evxchyyzoej30g40bxwfp.jpg,no text,1
59,005EHRy1jw1evxi1m8q6cj30jg0czacr.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1evxi1m8q6cj30jg0czacr.jpg,no text,1
60,005EHRy1jw1ew1ydsrgf4j30g40o6wgw.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ew1ydsrgf4j30g40o6wgw.jpg,no text,1
61,005EHRy1jw1ew6izt7a4yj30g40lnn1x.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ew6izt7a4yj30g40lnn1x.jpg,"IS YOUR GRASS AND COKE
OUT FROM TRAVELLING?

pean reiciporneed and the Grass Booster’
ack the: hat travel takes",1
62,005EHRy1jw1ew7yqpjftwj30hs0dytcj.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ew7yqpjftwj30hs0dytcj.jpg,no text,1
63,005EHRy1jw1ew7yqpz95vj30hs0dyag6.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ew7yqpz95vj30hs0dyag6.jpg,no text,1
64,005EHRy1jw1ew7yrtng79j30hs0dyjvf.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ew7yrtng79j30hs0dyjvf.jpg,no text,1
65,005EHRy1jw1ewb3rrzze6j30g4096djf.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewb3rrzze6j30g4096djf.jpg,no text,1
66,005EHRy1jw1ewcj4297ucj30ao0dejrz.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewcj4297ucj30ao0dejrz.jpg,no text,1
67,005EHRy1jw1ewetx3odduj30hs0bu75x.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewetx3odduj30hs0bu75x.jpg,no text,1
68,005EHRy1jw1ewetx4x7adj30hs0bu76w.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewetx4x7adj30hs0bu76w.jpg,no text,1
69,005EHRy1jw1ewetx68uf8j30hs0buwgp.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewetx68uf8j30hs0buwgp.jpg,no text,1
70,005EHRy1jw1ewlzj6oenaj30qo0zkdm5.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewlzj6oenaj30qo0zkdm5.jpg,DeoFwH,1
71,005EHRy1jw1ewlzjhq6etj30qo0zkwkc.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewlzjhq6etj30qo0zkwkc.jpg,no text,1
72,005EHRy1jw1ewtlhknf30j30jg0czq4y.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewtlhknf30j30jg0czq4y.jpg,@unl,1
73,005EHRy1jw1ewv1azxwh1j30rs0lljzm.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewv1azxwh1j30rs0lljzm.jpg,no text,1
74,005EHRy1jw1eww04nuxirj30g4096mz6.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eww04nuxirj30g4096mz6.jpg,no text,1
75,005EHRy1jw1ewyh7ahhz1j30go0epdh3.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ewyh7ahhz1j30go0epdh3.jpg,"| ff Sear
@ wee dorc Protos =

and things ites Home

Vos parades pour #SansLesMains

Queues unes des nomérausee ides que vous ave ou pour rhupdrer
‘sage do vos maine sur Xie. com
eSeraLesMans

[ee

98809

DAVEE |S Qst oy mre",1
76,005EHRy1jw1ex0sn3mv0gj30hm09ggmk.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ex0sn3mv0gj30hm09ggmk.jpg,no text,1
77,005EHRy1jw1ex7gg1caxgj30gn08gaaz.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ex7gg1caxgj30gn08gaaz.jpg,no text,1
78,005EHRy1jw1exa1djg5g8j312w0m845s.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exa1djg5g8j312w0m845s.jpg,no text,1
79,005EHRy1jw1exa1dkbai2j30rs0j3jwv.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exa1dkbai2j30rs0j3jwv.jpg,no text,1
80,005EHRy1jw1exeegcotz3j30g40edgol.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exeegcotz3j30g40edgol.jpg,"—

ee

. BROY
ay ute BESKEES AWE ES
ee MMI SIOS SLUMS SEO SL
ROS ECVR OM O REE
DACRE EELE ORM BREIL EE
HPO” ROSLOVLP EWS”

SOHO JRO PV Eww
xem SOs ee",1
81,005EHRy1jw1exeeggzisfj30g40aqwg7.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exeeggzisfj30g40aqwg7.jpg,"a

Wa

SG

@FH",1
82,005EHRy1jw1exjb5hp9umj30k10g1wkl.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exjb5hp9umj30k10g1wkl.jpg,no text,1
83,005EHRy1jw1exnr8dp1d9j30g40a33zn.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exnr8dp1d9j30g40a33zn.jpg,no text,1
84,005EHRy1jw1exnr8ey65tj30g4096dh9.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exnr8ey65tj30g4096dh9.jpg,no text,1
85,005EHRy1jw1exuvd59w8wj30g4092taw.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exuvd59w8wj30g4092taw.jpg,"YOU ARE LEAVING
= THE AMERICAN SECTOR
= Bbi BbIESMAETE M3

AMEPHKAHCKOH 30H!
VOUS SORTEZ

DU SECTEUR AMERICAIN",1
86,005EHRy1jw1exuvda8903j30j60fdwhw.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1exuvda8903j30j60fdwhw.jpg,no text,1
87,005EHRy1jw1ey2rx9gwsrj30b406hgne.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ey2rx9gwsrj30b406hgne.jpg,"SRRARAS

RROOA, OH,

SUURROANRT OMA! SrENRAEN, ROAM EMMOTT
pes

SF W RUMEN ROMINA, RETREE201 SI AISEN
SESUACHEAR, SUSRUAAGOsAAeOUAMeAATL.
GUAME, SRR NOMMXMEOGSRMN-TEANARARSNE. A
BUEAARASKMA, AARSOMEAMUEARORM

PRIOR, AERA LORMURRTAN RASS ORMOAS EASE,
RAMSASRAGKEA, GHESHMEABUARRANE. Nain
CREEIGTE, FERUARTASRUSRORAE, ROSIER HIG
I ROAMROMIKATAOR MAME, WETEOSERT RIGS
SRE STRARSROTON AER, CONS.

fia: SHAFLFOMMOMENS, AUOUMROGRAATES.

ern",1
88,005EHRy1jw1ey571gijbfj30m80sa7bp.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ey571gijbfj30m80sa7bp.jpg,no text,1
89,005EHRy1jw1ey571hj9cnj30rs0luaej.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ey571hj9cnj30rs0luaej.jpg,no text,1
90,005EHRy1jw1ey6f3kvls9j30qq0k2jw7.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ey6f3kvls9j30qq0k2jw7.jpg,"CS IMLE Sasa Tap
AN MINIBREAVER
TS org

HERS",1
91,005EHRy1jw1ey6f3o10ojj30qq0htq61.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ey6f3o10ojj30qq0htq61.jpg,@F,1
92,005EHRy1jw1ey6f3pc41cj30qq0ht0vn.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ey6f3pc41cj30qq0ht0vn.jpg,"7OMOPAH CEMETERY
1901-1911

@FH",1
93,005EHRy1jw1eyb1i06ktkj30jg0eltc2.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyb1i06ktkj30jg0eltc2.jpg,no text,1
94,005EHRy1jw1eyb1i2tai6j30jg0eldig.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyb1i2tai6j30jg0eldig.jpg,no text,1
95,005EHRy1jw1eyb1i3eb9yj30jg0elzp4.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyb1i3eb9yj30jg0elzp4.jpg,no text,1
96,005EHRy1jw1eyeg158kj1j30jg0ejade.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyeg158kj1j30jg0ejade.jpg,no text,1
97,005EHRy1jw1eyeg16hygij30jg0el0uf.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyeg16hygij30jg0el0uf.jpg,no text,1
98,005EHRy1jw1eyfe2pjbcvj30jn08a75n.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyfe2pjbcvj30jn08a75n.jpg,"ATHA GHANWS) SAAN RSE

asetiR: Tht GRD eoneBi]: THARBARE RRB: 187
RA: ESRI RI eB) SRapRY]: 2015-11-28 14:01 SS: ERM
FRA: SRE GRIEPEEAREB) FRB: 2015-11-28 14:01

imei! eee ees REA aacesien
LF ASA ATR RM, ean ATER

7 BPSAT |",1
99,005EHRy1jw1eyfe2rfyhzj30au07yaag.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyfe2rfyhzj30au07yaag.jpg,"Sel
Lza0 (200A 8)
=)ea| Flos fem Base em oe ~

es 4

ae...

WF) RAL BRASAM REAM
DARK WL -BSE , SSeS WE
SRB. SRT RE . REM DEE
HR, DARMESRVRRTRERT SR. Be!",1
100,005EHRy1jw1eyfo3dny7lj30q40jln0c.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyfo3dny7lj30q40jln0c.jpg,no text,1
101,005EHRy1jw1eyfo3e60ttj30xc0p0juo.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyfo3e60ttj30xc0p0juo.jpg,no text,1
102,005EHRy1jw1eyr2k2c1jwj30g40963zx.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyr2k2c1jwj30g40963zx.jpg,no text,1
103,005EHRy1jw1eyvsia411jj30g4096jt4.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyvsia411jj30g4096jt4.jpg,no text,1
104,005EHRy1jw1eyvsicj67vj30g40aqgnf.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyvsicj67vj30g40aqgnf.jpg,no text,1
105,005EHRy1jw1eyvsidu3fvj30g40c5q4x.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyvsidu3fvj30g40c5q4x.jpg,no text,1
106,005EHRy1jw1eyvsif283sj309q0f1q3o.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1eyvsif283sj309q0f1q3o.jpg,"The 1987 Cannes
File Fastiva’s
ane uagealiled bit

‘A funny, wise
and doaply
affecting film
Enily Unyd is
radiant a gontine

Leland’s wry
and deliciously
wayward comedy

singolar",1
107,005EHRy1jw1ez1lj4lckmj30m80xctgx.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ez1lj4lckmj30m80xctgx.jpg,no text,1
108,005EHRy1jw1ez8fjewy7fj30jg0ay76z.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ez8fjewy7fj30jg0ay76z.jpg,no text,1
109,005EHRy1jw1ezbrmtboo0j30g40aqdi4.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ezbrmtboo0j30g40aqdi4.jpg,no text,1
110,005EHRy1jw1ezbrmtnsmbj30g407ht9h.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ezbrmtnsmbj30g407ht9h.jpg,no text,1
111,005EHRy1jw1ezr1b6z44tj30g40o6jwp.jpg,D:\DATASET\Text_Image_Checkworthy_Extn\weibo\nonrumor_images\005EHRy1jw1ezr1b6z44tj30g40o6jwp.jpg,no text,1
